id,isDefault
1000575.0,0.0037865627182517166
1028125.0,0.07878985248935
1010694.0,0.0043745164108300065
1026712.0,0.0027522411468508803
1002895.0,0.009304945751965806
1031202.0,0.032035526328336505
1041065.0,0.0027800814506384252
1037799.0,0.026960338784197874
1036385.0,0.0038615130500988804
1028640.0,0.06616927932018084
1046198.0,0.010012250285380185
1005902.0,0.022599517934440053
1001958.0,0.02285072636137832
1021171.0,0.010174913256960747
1018693.0,0.019050951137846994
1046881.0,0.03160915911406874
1008394.0,0.0390300229511972
1039986.0,0.026355773354540105
1028449.0,0.10824803827759483
1037670.0,0.006116201723725063
1030356.0,0.004119930346657846
1033422.0,0.00745748527348703
1041457.0,0.0049396790365652
1013635.0,0.0013334122156068988
1009911.0,0.01174318022162971
1026052.0,0.01781153480541993
1013010.0,0.007243615356086645
1000541.0,0.01282273020261611
1023933.0,0.013111830855543445
1010278.0,0.02846563766501875
1042322.0,0.015117944037229287
1035083.0,0.03474729046908497
1017136.0,0.011485467279721648
1008825.0,0.015853740289600824
1035744.0,0.007692925503440208
1019583.0,0.05773789650535914
1015244.0,0.012174205830999055
1001057.0,0.05252873654117122
1018597.0,0.012994840111059931
1021590.0,0.006827430374235326
1028479.0,0.023359967991113215
1022178.0,0.008592393605752419
1021768.0,0.034486028664582766
1044905.0,0.026640236727904245
1018188.0,0.011872512770624094
1034782.0,0.06401883945631405
1012386.0,0.03635345302409218
1003882.0,0.00554478536902568
1041743.0,0.012970607749329717
1045699.0,0.059667478565315846
1023722.0,0.021057415366204764
1005903.0,0.0258278984636305
1032382.0,0.004047821971602135
1032769.0,0.05444943573612375
1016556.0,0.09804142521744977
1018606.0,0.005075252051497158
1034996.0,0.017080290130952743
1030041.0,0.009155060653404204
1034236.0,0.0427156919615255
1027554.0,0.0038767287086021998
1005162.0,0.0616558538719815
1011175.0,0.009166296555032368
1033902.0,0.020208885612696834
1014356.0,0.058343864355132995
1045176.0,0.05724935574703065
1026600.0,0.03451978784799124
1010478.0,0.005220888037986435
1019200.0,0.024637615001454324
1030818.0,0.002780276816184448
1041083.0,0.09577797633525417
1020605.0,0.00271505529775866
1031833.0,0.009169563161291446
1015116.0,0.0036139247788733167
1011414.0,0.011130839152955874
1032688.0,0.022162466937914765
1024629.0,0.013809831540036463
1033891.0,0.004978399038435104
1024842.0,0.011610101854292652
1027018.0,0.0029658637198317376
1004702.0,0.01650199969470527
1026577.0,0.01577649150413868
1039347.0,0.007003316115362267
1027392.0,0.013418749739860264
1036590.0,0.0017702848435880833
1019761.0,0.022397278779618342
1011949.0,0.005907302981632548
1035693.0,0.00799040922864906
1021378.0,0.008713465934727745
1031346.0,0.05078563697816889
1017477.0,0.1310675778762782
1048032.0,0.033701755590125296
1038679.0,0.02696705590456637
1007051.0,0.022161370052610808
1000452.0,0.002224861293448698
1013922.0,0.03914221202327875
1046564.0,0.0031700656589795243
1017521.0,0.00046377386739111093
1009082.0,0.023850639829668487
1015316.0,0.0060635438873100165
1017718.0,0.00618098756992876
1021027.0,0.013641169080614725
1028958.0,0.04519871169597042
1035453.0,0.23801851570013244
1024280.0,0.03400042277251939
1010128.0,0.05893969146949099
1007386.0,0.005783351304407988
1009167.0,0.005292529796608171
1037585.0,0.005256042621415059
