id,isDefault
1000575.0,0.004043535413645349
1028125.0,0.07508110986287478
1010694.0,0.0046865955527467555
1026712.0,0.0030642013576256955
1002895.0,0.009191126716571383
1031202.0,0.03140082284145499
1041065.0,0.0030830395734187063
1037799.0,0.02574103193386181
1036385.0,0.00441364470698703
1028640.0,0.0585358345823007
1046198.0,0.009942136637054313
1005902.0,0.02379034793352497
1001958.0,0.022904737210395175
1021171.0,0.0101813824725398
1018693.0,0.020010347523523098
1046881.0,0.029138856541829
1008394.0,0.0374171861208445
1039986.0,0.026215728227612152
1028449.0,0.1103592887092861
1037670.0,0.006207234676552757
1030356.0,0.004207459064683941
1033422.0,0.007870529567071627
1041457.0,0.005236840464848576
1013635.0,0.0014535459854129957
1009911.0,0.011833800717050199
1026052.0,0.018863863228520707
1013010.0,0.007377542226109691
1000541.0,0.012810169149267817
1023933.0,0.012518547000092747
1010278.0,0.027745851213484253
1042322.0,0.015338996626896449
1035083.0,0.034659934895311814
1017136.0,0.012262311939028814
1008825.0,0.01491478933193919
1035744.0,0.00858162952619724
1019583.0,0.056947810506151914
1015244.0,0.013204054685019178
1001057.0,0.04863566936199749
1018597.0,0.013510998637568218
1021590.0,0.007777451661085488
1028479.0,0.025052857782489443
1022178.0,0.00945207896621068
1021768.0,0.02997913844197249
1044905.0,0.02726445889793512
1018188.0,0.012656612783110492
1034782.0,0.06244746580110043
1012386.0,0.034863242025742563
1003882.0,0.006245329996691001
1041743.0,0.012805718993447098
1045699.0,0.05710661276203532
1023722.0,0.022177600433779966
1005903.0,0.02629454447415938
1032382.0,0.004889593639870111
1032769.0,0.05035487207924529
1016556.0,0.09068717243968594
1018606.0,0.0053138739774046696
1034996.0,0.016457658736664698
1030041.0,0.008744443008711475
1034236.0,0.043731889741541116
1027554.0,0.0044441205224578124
1005162.0,0.05813588606916953
1011175.0,0.009683581741990185
1033902.0,0.02144406059466788
1014356.0,0.06250534384033371
1045176.0,0.05635094644098784
1026600.0,0.03312878933769198
1010478.0,0.0053077705583468365
1019200.0,0.025873944155439012
1030818.0,0.002983912489232227
1041083.0,0.08070808568021892
1020605.0,0.0029615206450888834
1031833.0,0.009672083245137984
1015116.0,0.004168837869128677
1011414.0,0.012584269097680663
1032688.0,0.020996189676006093
1024629.0,0.014332102078223757
1033891.0,0.00481487450355008
1024842.0,0.011719417218523941
1027018.0,0.0033878070421647266
1004702.0,0.01628805741245032
1026577.0,0.015944837452290694
1039347.0,0.007139518581950522
1027392.0,0.012541690622609472
1036590.0,0.0019065134929427342
1019761.0,0.023937359537377124
1011949.0,0.006368756303444707
1035693.0,0.008491624314815753
1021378.0,0.009409358273368248
1031346.0,0.05003202297167689
1017477.0,0.1267121460691945
1048032.0,0.0347213354236933
1038679.0,0.024021898598629646
1007051.0,0.02063651798088486
1000452.0,0.0024526185042688838
1013922.0,0.03756969821965511
1046564.0,0.0033209039447347653
1017521.0,0.0005667194117044206
1009082.0,0.02238866393278398
1015316.0,0.005861987708174197
1017718.0,0.006261474810182823
1021027.0,0.013873933552031292
1028958.0,0.044369207356762745
1035453.0,0.2534918226582288
